sample,era
OchCCat065_Ex1-4F-lcwgs-1_RG-OchCCat065-LH00516-290-22M5VHLT4-L4-4F-B1,modern
OchCCat066_Ex1-7A-lcwgs-1_RG-OchCCat066-LH00516-290-22M5VHLT4-L4-7A-B1,modern
OchCCat069_Ex1-5F-lcwgs-1_RG-OchCCat069-LH00516-290-22M5VHLT4-L4-5F-B1,modern
OchCCat072_Ex1-7E-lcwgs-1_RG-OchCCat072-LH00516-290-22M5VHLT4-L4-7E-B1,modern
OchCCat074_Ex1-6E-lcwgs-1_RG-OchCCat074-LH00516-290-22M5VHLT4-L4-6E-B1,modern
OchCCat075_Ex1-5B-lcwgs-1_RG-OchCCat075-LH00516-290-22M5VHLT4-L4-5B-B1,modern
OchCCat077_Ex1-5A-lcwgs-1_RG-OchCCat077-LH00516-290-22M5VHLT4-L4-5A-B1,modern
OchCCat079_Ex1-8A-lcwgs-1_RG-OchCCat079-LH00516-290-22M5VHLT4-L4-8A-B1,modern
OchCCat082_Ex1-6H-lcwgs-1_RG-OchCCat082-LH00516-290-22M5VHLT4-L4-6H-B1,modern
OchCCat083_Ex1-6F-lcwgs-1_RG-OchCCat083-LH00516-290-22M5VHLT4-L4-6F-B1,modern
OchCCat084_Ex1-7D-lcwgs-1_RG-OchCCat084-LH00516-290-22M5VHLT4-L4-7D-B1,modern
OchCCat085_Ex1-6G-lcwgs-1_RG-OchCCat085-LH00516-290-22M5VHLT4-L4-6G-B1,modern
OchCCat090_Ex1-8G-lcwgs-1_RG-OchCCat090-LH00516-290-22M5VHLT4-L4-8G-B1,modern
OchCCat092_Ex1-8F-lcwgs-1_RG-OchCCat092-LH00516-290-22M5VHLT4-L4-8F-B1,modern
OchCCat094_Ex1-4D-lcwgs-1_RG-OchCCat094-LH00516-290-22M5VHLT4-L4-4D-B1,modern
OchCCat095_Ex1-7B-lcwgs-1_RG-OchCCat095-LH00516-290-22M5VHLT4-L4-7B-B1,modern
OchCCat096_Ex1-6B-lcwgs-1_RG-OchCCat096-LH00516-290-22M5VHLT4-L4-6B-B1,modern
OchCTum001_Ex1-5A-lcwgs-1_RG-OchCTum001-LH00516-290-22M5VHLT4-L4-5A-B1,modern
OchCTum002_Ex1-5B-lcwgs-1_RG-OchCTum002-LH00516-290-22M5VHLT4-L4-5B-B1,modern
OchCTum003_Ex1-5C-lcwgs-1_RG-OchCTum003-LH00516-290-22M5VHLT4-L4-5C-B1,modern
OchCTum004_Ex1-5D-lcwgs-1_RG-OchCTum004-LH00516-290-22M5VHLT4-L4-5D-B1,modern
OchCTum005_Ex1-5E-lcwgs-1_RG-OchCTum005-LH00516-290-22M5VHLT4-L4-5E-B1,modern
OchCTum006_Ex1-5F-lcwgs-1_RG-OchCTum006-LH00516-290-22M5VHLT4-L4-5F-B1,modern
OchCTum007_Ex1-5G-lcwgs-1_RG-OchCTum007-LH00516-290-22M5VHLT4-L4-5G-B1,modern
OchCTum008_Ex1-5H-lcwgs-1_RG-OchCTum008-LH00516-290-22M5VHLT4-L4-5H-B1,modern
OchCTum009_Ex1-6A-lcwgs-1_RG-OchCTum009-LH00516-290-22M5VHLT4-L4-6A-B1,modern
OchCTum010_Ex1-6B-lcwgs-1_RG-OchCTum010-LH00516-290-22M5VHLT4-L4-6B-B1,modern
OchCTum011_Ex1-6C-lcwgs-1_RG-OchCTum011-LH00516-290-22M5VHLT4-L4-6C-B1,modern
OchCTum012_Ex1-6D-lcwgs-1_RG-OchCTum012-LH00516-290-22M5VHLT4-L4-6D-B1,modern
OchCTum013_Ex1-6E-lcwgs-1_RG-OchCTum013-LH00516-290-22M5VHLT4-L4-6E-B1,modern
OchCTum014_Ex1-6F-lcwgs-1_RG-OchCTum014-LH00516-290-22M5VHLT4-L4-6F-B1,modern
OchCTum015_Ex1-6G-lcwgs-1_RG-OchCTum015-LH00516-290-22M5VHLT4-L4-6G-B1,modern
OchCTum016_Ex1-6H-lcwgs-1_RG-OchCTum016-LH00516-290-22M5VHLT4-L4-6H-B1,modern
OchCTum017_Ex1-7A-lcwgs-1_RG-OchCTum017-LH00516-290-22M5VHLT4-L4-7A-B1,modern
OchCTum018_Ex1-7B-lcwgs-1_RG-OchCTum018-LH00516-290-22M5VHLT4-L4-7B-B1,modern
OchCTum019_Ex1-7C-lcwgs-1_RG-OchCTum019-LH00516-290-22M5VHLT4-L4-7C-B1,modern
OchCTum020_Ex1-7D-lcwgs-1_RG-OchCTum020-LH00516-290-22M5VHLT4-L4-7D-B1,modern
OchCTum021_Ex1-7E-lcwgs-1_RG-OchCTum021-LH00516-290-22M5VHLT4-L4-7E-B1,modern
OchCTum022_Ex1-7F-lcwgs-1_RG-OchCTum022-LH00516-290-22M5VHLT4-L4-7F-B1,modern
OchCTum023_Ex1-7G-lcwgs-1_RG-OchCTum023-LH00516-290-22M5VHLT4-L4-7G-B1,modern
OchCTum024_Ex1-7H-lcwgs-1_RG-OchCTum024-LH00516-290-22M5VHLT4-L4-7H-B1,modern
OchCTum025_Ex1-8A-lcwgs-1_RG-OchCTum025-LH00516-290-22M5VHLT4-L4-8A-B1,modern
OchCTum026_Ex1-8B-lcwgs-1_RG-OchCTum026-LH00516-290-22M5VHLT4-L4-8B-B1,modern
OchCTum027_Ex1-8C-lcwgs-1_RG-OchCTum027-LH00516-290-22M5VHLT4-L4-8C-B1,modern
OchCTum028_Ex1-8D-lcwgs-1_RG-OchCTum028-LH00516-290-22M5VHLT4-L4-8D-B1,modern
OchCTum029_Ex1-8E-lcwgs-1_RG-OchCTum029-LH00516-290-22M5VHLT4-L4-8E-B1,modern
OchCTum030_Ex1-8F-lcwgs-1_RG-OchCTum030-LH00516-290-22M5VHLT4-L4-8F-B1,modern
OchCTum031_Ex1-8G-lcwgs-1_RG-OchCTum031-LH00516-290-22M5VHLT4-L4-8G-B1,modern
OchCTum032_Ex1-8H-lcwgs-1_RG-OchCTum032-LH00516-290-22M5VHLT4-L4-8H-B1,modern
OchCTum033_Ex1-9A-lcwgs-1_RG-OchCTum033-LH00516-290-22M5VHLT4-L4-9A-B1,modern
OchCTum034_Ex1-9B-lcwgs-1_RG-OchCTum034-LH00516-290-22M5VHLT4-L4-9B-B1,modern
OchCTum035_Ex1-9C-lcwgs-1_RG-OchCTum035-LH00516-290-22M5VHLT4-L4-9C-B1,modern
OchCTum036_Ex1-9D-lcwgs-1_RG-OchCTum036-LH00516-290-22M5VHLT4-L4-9D-B1,modern
OchCTum037_Ex1-9E-lcwgs-1_RG-OchCTum037-LH00516-290-22M5VHLT4-L4-9E-B1,modern
OchCTum038_Ex1-9F-lcwgs-1_RG-OchCTum038-LH00516-290-22M5VHLT4-L4-9F-B1,modern
OchCTum039_Ex1-9G-lcwgs-1_RG-OchCTum039-LH00516-290-22M5VHLT4-L4-9G-B1,modern
OchCTum040_Ex1-9H-lcwgs-1_RG-OchCTum040-LH00516-290-22M5VHLT4-L4-9H-B1,modern
OchCTum041_Ex1-10A-lcwgs-1_RG-OchCTum041-LH00516-290-22M5VHLT4-L4-10A-B1,modern
OchCTum042_Ex1-10B-lcwgs-1_RG-OchCTum042-LH00516-290-22M5VHLT4-L4-10B-B1,modern
OchCTum043_Ex1-10C-lcwgs-1_RG-OchCTum043-LH00516-290-22M5VHLT4-L4-10C-B1,modern
OchCTum044_Ex1-10D-lcwgs-1_RG-OchCTum044-LH00516-290-22M5VHLT4-L4-10D-B1,modern
OchCTum045_Ex1-10E-lcwgs-1_RG-OchCTum045-LH00516-290-22M5VHLT4-L4-10E-B1,modern
OchCTum047_Ex1-10G-lcwgs-1_RG-OchCTum047-LH00516-290-22M5VHLT4-L4-10G-B1,modern
OchCTum048_Ex1-10H-lcwgs-1_RG-OchCTum048-LH00516-290-22M5VHLT4-L4-10H-B1,modern
OchCTum049_Ex1-11A-lcwgs-1_RG-OchCTum049-LH00516-290-22M5VHLT4-L4-11A-B1,modern
